CR Number,Title,Severity,CR Type,CR Status,Created By,CR Assignee,Created On,Parent CR,Software Image Integration Build
4197127,[FR103072][TTS] VoiceAI usecase TTS no voice after multiple double-clicks,Medium,Bug,Closed,yaqih,jinzhang,6/27/2025 3:02:32 AM,NA,LA.QSSI.16.4-01000-qssi.1-1
4197127,[FR103072][TTS] VoiceAI usecase TTS no voice after multiple double-clicks,Medium,Bug,Closed,yaqih,jinzhang,6/27/2025 3:02:32 AM,NA,LA.QXSI.16.0-11400-qssi.1-1
4199420,[FR109533] 10s history buffer send to CPU,NA,Requirement,InProgress,jialinl,ruocxu,6/30/2025 8:32:44 AM,NA,NA
4199420,[FR109533] 10s history buffer send to CPU,NA,Requirement,InProgress,jialinl,ruocxu,6/30/2025 8:32:44 AM,NA,LA.QSSI.17.0-05002-qssi.1-2
4199420,[FR109533] 10s history buffer send to CPU,NA,Requirement,InProgress,jialinl,ruocxu,6/30/2025 8:32:44 AM,NA,LA.QXSI.16.0-11900-qssi.1-1
4199420,[FR109533] 10s history buffer send to CPU,NA,Requirement,InProgress,jialinl,ruocxu,6/30/2025 8:32:44 AM,NA,LA.QISI.16.0-03400-qssi.1-1
4199420,[FR109533] 10s history buffer send to CPU,NA,Requirement,InProgress,jialinl,ruocxu,6/30/2025 8:32:44 AM,NA,LA.QSSI.16.0-25500-qssi.1-1
4199420,[FR109533] 10s history buffer send to CPU,NA,Requirement,InProgress,jialinl,ruocxu,6/30/2025 8:32:44 AM,NA,LA.QSSI.16.4-01100-qssi.1-1
4200420,[FR109402][Kaanapali.LA.1.0][VoiceAIUseCase][Conversation Recording][SDZ] Dynamic switch screen off no output,High,Bug,Duplicate,jialinl,vathota,7/1/2025 2:26:13 AM,4193711,NA
4200901,[FR110552][Kaanapali][Translation] enter crashdump during initialization,Medium,Bug,InProgress,haiyxiao,kuifzhu,7/1/2025 6:54:51 AM,NA,NA
4200961,FR110199:Whisper SDK supporting float point model on AI Hub,NA,Requirement,InProgress,jialinl,jianzz,7/1/2025 7:21:30 AM,NA,NA
4202579,FR109488 Request Whisper simplified Chinese / traditional Chinese switch feature support,NA,Requirement,InProgress,yaqih,kuifzhu,7/2/2025 7:06:45 AM,NA,NA
4202650,[FR103071][Kaanapali.LA.1.0][SDZ] crash during conversation recording,Medium,Bug,InProgress,haiyxiao,jinzhang,7/2/2025 7:53:10 AM,NA,NA
4202650,[FR103071][Kaanapali.LA.1.0][SDZ] crash during conversation recording,Medium,Bug,InProgress,haiyxiao,jinzhang,7/2/2025 7:53:10 AM,NA,LA.QISI.16.0-03400-qssi.1-1
4202650,[FR103071][Kaanapali.LA.1.0][SDZ] crash during conversation recording,Medium,Bug,InProgress,haiyxiao,jinzhang,7/2/2025 7:53:10 AM,NA,LA.QSSI.16.0-25500-qssi.1-1
4202650,[FR103071][Kaanapali.LA.1.0][SDZ] crash during conversation recording,Medium,Bug,InProgress,haiyxiao,jinzhang,7/2/2025 7:53:10 AM,NA,LA.QSSI.16.4-01100-qssi.1-1
4202650,[FR103071][Kaanapali.LA.1.0][SDZ] crash during conversation recording,Medium,Bug,InProgress,haiyxiao,jinzhang,7/2/2025 7:53:10 AM,NA,LA.QXSI.16.0-11900-qssi.1-1
4203726,[FR102465][Kaanapali.LA.1.0][eNPU ASR] Zipformer and Shamu ASR power is higher,High,Bug,InProgress,jialinl,pbarman,7/3/2025 2:29:56 AM,NA,NA
4203726,[FR102465][Kaanapali.LA.1.0][eNPU ASR] Zipformer and Shamu ASR power is higher,High,Bug,InProgress,jialinl,pbarman,7/3/2025 2:29:56 AM,NA,CDSP.HT.3.2-00684-KAANAPALI-1
4203726,[FR102465][Kaanapali.LA.1.0][eNPU ASR] Zipformer and Shamu ASR power is higher,High,Bug,InProgress,jialinl,pbarman,7/3/2025 2:29:56 AM,NA,LPAIDSP.HT.1.4-00417-ASPEN-1
4203726,[FR102465][Kaanapali.LA.1.0][eNPU ASR] Zipformer and Shamu ASR power is higher,High,Bug,InProgress,jialinl,pbarman,7/3/2025 2:29:56 AM,NA,MPSS.KI.1.0-01198.3-AMBOSELI_GEN_TEST-1
4203726,[FR102465][Kaanapali.LA.1.0][eNPU ASR] Zipformer and Shamu ASR power is higher,High,Bug,InProgress,jialinl,pbarman,7/3/2025 2:29:56 AM,NA,LPAIDSP.HT.1.2-00769-KAANAPALI-1
4203726,[FR102465][Kaanapali.LA.1.0][eNPU ASR] Zipformer and Shamu ASR power is higher,High,Bug,InProgress,jialinl,pbarman,7/3/2025 2:29:56 AM,NA,LPAIDSP.HT.1.5-00240-BALSAM-1
4203726,[FR102465][Kaanapali.LA.1.0][eNPU ASR] Zipformer and Shamu ASR power is higher,High,Bug,InProgress,jialinl,pbarman,7/3/2025 2:29:56 AM,NA,LPAIDSP.HT.1.5.c1-00096-BALSAM-1
4203726,[FR102465][Kaanapali.LA.1.0][eNPU ASR] Zipformer and Shamu ASR power is higher,High,Bug,InProgress,jialinl,pbarman,7/3/2025 2:29:56 AM,NA,MPSS.CYSP.1.0-00061-AMBOSELI_CORE_TEST-1
4203726,[FR102465][Kaanapali.LA.1.0][eNPU ASR] Zipformer and Shamu ASR power is higher,High,Bug,InProgress,jialinl,pbarman,7/3/2025 2:29:56 AM,NA,MPSS.KI.0.1-01669.2-KAANAPALI_GENRFNMCCONVPICTOR_TEST-1
4203734,[FR101966][Kaanapali][MMPA][Regression]Lift and Talk could not wake up,High,Bug,InProgress,jialinl,yidongh,7/3/2025 2:40:03 AM,NA,NA
4203734,[FR101966][Kaanapali][MMPA][Regression]Lift and Talk could not wake up,High,Bug,InProgress,jialinl,yidongh,7/3/2025 2:40:03 AM,NA,AUDIO_HANDSET.LA.12.0-02500-hawi.1.CONSOLIDATED-1
4203734,[FR101966][Kaanapali][MMPA][Regression]Lift and Talk could not wake up,High,Bug,InProgress,jialinl,yidongh,7/3/2025 2:40:03 AM,NA,AUDIO_HANDSET.LA.11.0-10200-kaanapali.1-1
4204140,[FR97187][Kaanapali][VoiceCallTranslation]Whisper HTP ASR Power is much higher on Kaanapali than Pakala,High,Bug,Open,jialinl,zhijsun,7/3/2025 7:19:44 AM,NA,NA
4205960,[QPM Release]Whisper SDK Log Optimization (VOICEAI-92),NA,Internal,InProgress,mincyao,yongfeiz,7/4/2025 9:38:59 AM,NA,NA
4207310,[FR103071][SDZ]Device Crash after conversation start recording ASR with SDZ enable (100% issue),Medium,Bug,InProgress,mincyao,ankmis,7/7/2025 7:43:35 AM,NA,NA
4207310,[FR103071][SDZ]Device Crash after conversation start recording ASR with SDZ enable (100% issue),Medium,Bug,InProgress,mincyao,ankmis,7/7/2025 7:43:35 AM,NA,AUDIO_HANDSET.LA.11.0-10300-pakala.1-1
4207501,[FR101966][Kaanapali][MMPA]Device Crash after MMPA with heysnpadragon wake up enable (100% issue),High,Bug,Closed,jialinl,yongfeiz,7/7/2025 9:04:40 AM,NA,LA.QSSI.16.4-01100-qssi.1-1
4207501,[FR101966][Kaanapali][MMPA]Device Crash after MMPA with heysnpadragon wake up enable (100% issue),High,Bug,Closed,jialinl,yongfeiz,7/7/2025 9:04:40 AM,NA,NA
4207501,[FR101966][Kaanapali][MMPA]Device Crash after MMPA with heysnpadragon wake up enable (100% issue),High,Bug,Closed,jialinl,yongfeiz,7/7/2025 9:04:40 AM,NA,LA.QISI.16.0-03400-qssi.1-1
4207501,[FR101966][Kaanapali][MMPA]Device Crash after MMPA with heysnpadragon wake up enable (100% issue),High,Bug,Closed,jialinl,yongfeiz,7/7/2025 9:04:40 AM,NA,LA.QSSI.17.0-05002-qssi.1-2
4207501,[FR101966][Kaanapali][MMPA]Device Crash after MMPA with heysnpadragon wake up enable (100% issue),High,Bug,Closed,jialinl,yongfeiz,7/7/2025 9:04:40 AM,NA,LA.QXSI.16.0-12100-qssi.1-1
4207501,[FR101966][Kaanapali][MMPA]Device Crash after MMPA with heysnpadragon wake up enable (100% issue),High,Bug,Closed,jialinl,yongfeiz,7/7/2025 9:04:40 AM,NA,LA.QSSI.16.0-25500-qssi.1-1
4207588,[FR102465][Kaanapali][VoiceAI Usecase][ASR and TTS][Zipformer] start transcription error ,Medium,Bug,InProgress,haiyxiao,yidongh,7/7/2025 9:37:41 AM,NA,NA
4207588,[FR102465][Kaanapali][VoiceAI Usecase][ASR and TTS][Zipformer] start transcription error ,Medium,Bug,InProgress,haiyxiao,yidongh,7/7/2025 9:37:41 AM,NA,AUDIO_HANDSET.LA.11.0-09900-pakala.1-1
4207661,[FR101966][Kaanapali][MMPA][Regression]Gaze and Talk could not wake up,High,Bug,InProgress,jialinl,ggopi,7/7/2025 10:06:47 AM,NA,LPAIDSP.HT.1.6-00102-KAANAPALI-1
4207661,[FR101966][Kaanapali][MMPA][Regression]Gaze and Talk could not wake up,High,Bug,InProgress,jialinl,ggopi,7/7/2025 10:06:47 AM,NA,LPAIDSP.HT.1.5-00270-BALSAM-1
4207661,[FR101966][Kaanapali][MMPA][Regression]Gaze and Talk could not wake up,High,Bug,InProgress,jialinl,ggopi,7/7/2025 10:06:47 AM,NA,NA
4207661,[FR101966][Kaanapali][MMPA][Regression]Gaze and Talk could not wake up,High,Bug,InProgress,jialinl,ggopi,7/7/2025 10:06:47 AM,NA,SENSINGHUB.LP.0.0-00031-SIM-1
4210206,[FR102465][Kaanapali][VoiceAI Usecase][ASR and TTS][Zipformer] transcription output confusion,Medium,Bug,InProgress,haiyxiao,jinzhang,7/9/2025 3:59:14 AM,NA,NA
4210206,[FR102465][Kaanapali][VoiceAI Usecase][ASR and TTS][Zipformer] transcription output confusion,Medium,Bug,InProgress,haiyxiao,jinzhang,7/9/2025 3:59:14 AM,NA,LA.QISI.16.0-03400-qssi.1-1
4210206,[FR102465][Kaanapali][VoiceAI Usecase][ASR and TTS][Zipformer] transcription output confusion,Medium,Bug,InProgress,haiyxiao,jinzhang,7/9/2025 3:59:14 AM,NA,LA.QSSI.16.0-26700-qssi.1-1
4210206,[FR102465][Kaanapali][VoiceAI Usecase][ASR and TTS][Zipformer] transcription output confusion,Medium,Bug,InProgress,haiyxiao,jinzhang,7/9/2025 3:59:14 AM,NA,LA.QXSI.16.0-12800-qssi.1-1
4210206,[FR102465][Kaanapali][VoiceAI Usecase][ASR and TTS][Zipformer] transcription output confusion,Medium,Bug,InProgress,haiyxiao,jinzhang,7/9/2025 3:59:14 AM,NA,LA.QSSI.16.4-01400-qssi.1-1
4210514,Comment code to prevent new component compilation errors,Medium,Bug,Closed,haiyxiao,jinzhang,7/9/2025 6:42:21 AM,NA,LA.QSSI.16.0-26400-qssi.1-1
4210514,Comment code to prevent new component compilation errors,Medium,Bug,Closed,haiyxiao,jinzhang,7/9/2025 6:42:21 AM,NA,LA.QSSI.17.0-12902-qssi.1-8
4210514,Comment code to prevent new component compilation errors,Medium,Bug,Closed,haiyxiao,jinzhang,7/9/2025 6:42:21 AM,NA,LA.QSSI.16.4-01300-qssi.1-1
4210514,Comment code to prevent new component compilation errors,Medium,Bug,Closed,haiyxiao,jinzhang,7/9/2025 6:42:21 AM,NA,NA
4210514,Comment code to prevent new component compilation errors,Medium,Bug,Closed,haiyxiao,jinzhang,7/9/2025 6:42:21 AM,NA,LA.QISI.16.0-03400-qssi.1-1
4210514,Comment code to prevent new component compilation errors,Medium,Bug,Closed,haiyxiao,jinzhang,7/9/2025 6:42:21 AM,NA,LA.QXSI.16.0-12700-qssi.1-1
4210698,[FR103071][Kaanapali][SDZ]ADSP crash during asr recording stability test,High,Bug,InProgress,jialinl,raddala,7/9/2025 7:18:53 AM,NA,NA
4210698,[FR103071][Kaanapali][SDZ]ADSP crash during asr recording stability test,High,Bug,InProgress,jialinl,raddala,7/9/2025 7:18:53 AM,NA,LPAIDSP.HT.1.5.c1-00121-BALSAM-1
4210698,[FR103071][Kaanapali][SDZ]ADSP crash during asr recording stability test,High,Bug,InProgress,jialinl,raddala,7/9/2025 7:18:53 AM,NA,MPSS.CYSP.1.0-00078-AMBOSELI_CORE_TEST-1
4210698,[FR103071][Kaanapali][SDZ]ADSP crash during asr recording stability test,High,Bug,InProgress,jialinl,raddala,7/9/2025 7:18:53 AM,NA,CDSP.HT.3.2-00697-KAANAPALI-1
4210698,[FR103071][Kaanapali][SDZ]ADSP crash during asr recording stability test,High,Bug,InProgress,jialinl,raddala,7/9/2025 7:18:53 AM,NA,LPAIDSP.HT.1.2-00795-KAANAPALI-1
4210698,[FR103071][Kaanapali][SDZ]ADSP crash during asr recording stability test,High,Bug,InProgress,jialinl,raddala,7/9/2025 7:18:53 AM,NA,MPSS.KI.1.0-01278-AMBOSELI_RUMIDIAGUARTNOMC_TEST-1
4210698,[FR103071][Kaanapali][SDZ]ADSP crash during asr recording stability test,High,Bug,InProgress,jialinl,raddala,7/9/2025 7:18:53 AM,NA,LPAIDSP.HT.1.4-00461-ASPEN-1
4210698,[FR103071][Kaanapali][SDZ]ADSP crash during asr recording stability test,High,Bug,InProgress,jialinl,raddala,7/9/2025 7:18:53 AM,NA,LPAIDSP.HT.1.5-00247-BALSAM-1
4210698,[FR103071][Kaanapali][SDZ]ADSP crash during asr recording stability test,High,Bug,InProgress,jialinl,raddala,7/9/2025 7:18:53 AM,NA,MPSS.KI.0.1-01750.8-KAANAPALI_GENLTERFCONVALIOTH_TEST-1
4210716,[FR109402][Kaanapali][AON_ASR]ASR content output frequency is slow when screen on with dynamic mode,High,Bug,Withdrawn,jialinl,ayugupt,7/9/2025 7:22:00 AM,NA,NA
4210730,[FR103071][Kaanapali.LA.1.0][SDZ] start timestamp error,Medium,Bug,CannotDuplicate,haiyxiao,ankmis,7/9/2025 7:25:41 AM,NA,NA
4212470,[FR109402][Kaanapali.LA.1.0][Conversataion][AON] 2nd start recording failed in dynamic switch mode,Medium,Bug,Closed,haiyxiao,ruocxu,7/10/2025 8:02:49 AM,NA,LA.QSSI.16.0-26200-qssi.1-1
4212470,[FR109402][Kaanapali.LA.1.0][Conversataion][AON] 2nd start recording failed in dynamic switch mode,Medium,Bug,Closed,haiyxiao,ruocxu,7/10/2025 8:02:49 AM,NA,NA
4212470,[FR109402][Kaanapali.LA.1.0][Conversataion][AON] 2nd start recording failed in dynamic switch mode,Medium,Bug,Closed,haiyxiao,ruocxu,7/10/2025 8:02:49 AM,NA,LA.QISI.16.0-03400-qssi.1-1
4212470,[FR109402][Kaanapali.LA.1.0][Conversataion][AON] 2nd start recording failed in dynamic switch mode,Medium,Bug,Closed,haiyxiao,ruocxu,7/10/2025 8:02:49 AM,NA,LA.QSSI.16.4-01100-qssi.1-1
4212470,[FR109402][Kaanapali.LA.1.0][Conversataion][AON] 2nd start recording failed in dynamic switch mode,Medium,Bug,Closed,haiyxiao,ruocxu,7/10/2025 8:02:49 AM,NA,LA.QXSI.16.0-12400-qssi.1-1
4212470,[FR109402][Kaanapali.LA.1.0][Conversataion][AON] 2nd start recording failed in dynamic switch mode,Medium,Bug,Closed,haiyxiao,ruocxu,7/10/2025 8:02:49 AM,NA,LA.QSSI.17.0-05002-qssi.1-2
4212487,[FR109402][Kaanapali][AON_ASR]ASR function did not work after a night of standby,High,Bug,InProgress,jialinl,zhijsun,7/10/2025 8:12:50 AM,NA,NA
4212487,[FR109402][Kaanapali][AON_ASR]ASR function did not work after a night of standby,High,Bug,InProgress,jialinl,zhijsun,7/10/2025 8:12:50 AM,NA,LA.QISI.16.0-03400-qssi.1-1
4212487,[FR109402][Kaanapali][AON_ASR]ASR function did not work after a night of standby,High,Bug,InProgress,jialinl,zhijsun,7/10/2025 8:12:50 AM,NA,LA.QSSI.16.0-26200-qssi.1-1
4212487,[FR109402][Kaanapali][AON_ASR]ASR function did not work after a night of standby,High,Bug,InProgress,jialinl,zhijsun,7/10/2025 8:12:50 AM,NA,LA.QXSI.16.0-12400-qssi.1-1
4212487,[FR109402][Kaanapali][AON_ASR]ASR function did not work after a night of standby,High,Bug,InProgress,jialinl,zhijsun,7/10/2025 8:12:50 AM,NA,LA.QSSI.16.4-01100-qssi.1-1
4212487,[FR109402][Kaanapali][AON_ASR]ASR function did not work after a night of standby,High,Bug,InProgress,jialinl,zhijsun,7/10/2025 8:12:50 AM,NA,LA.QSSI.17.0-05002-qssi.1-2
4217218,FR109489: Request changing whisper medium cache size,NA,Requirement,InProgress,yaqih,jianzz,7/15/2025 3:16:39 AM,NA,NA
4219302,[FR103072][TTS] VoiceAI usecase TTS fail to read special characters,Medium,Bug,InProgress,yaqih,jinzhang,7/16/2025 7:22:54 AM,NA,NA
4219312,[FR103072][TTS] VoiceAI usecase TTS characters omission in speech,Medium,Bug,InProgress,yaqih,jinzhang,7/16/2025 7:28:00 AM,NA,NA
4219484,[QPM_Release][WOS][Whisper]Incorrect Guidance Location and Explanation in Readme,Medium,Bug,InProgress,jialinl,jianzz,7/16/2025 8:53:16 AM,NA,NA
4220853,"[FR102465][Kaanapali][VoiceAIUsecase][ASR and TTS] The audio lost the first 0.2s~0.3s, if speaking immediately after recording",Medium,Bug,InProgress,haiyxiao,zhijsun,7/17/2025 7:11:02 AM,NA,LA.QSSI.16.0-35600-qssi.1-1
4220853,"[FR102465][Kaanapali][VoiceAIUsecase][ASR and TTS] The audio lost the first 0.2s~0.3s, if speaking immediately after recording",Medium,Bug,InProgress,haiyxiao,zhijsun,7/17/2025 7:11:02 AM,NA,LA.QSSI.17.0-17000-qssi.0-1
4220853,"[FR102465][Kaanapali][VoiceAIUsecase][ASR and TTS] The audio lost the first 0.2s~0.3s, if speaking immediately after recording",Medium,Bug,InProgress,haiyxiao,zhijsun,7/17/2025 7:11:02 AM,NA,LA.QXSI.16.0-18600-qssi.1-1
4220853,"[FR102465][Kaanapali][VoiceAIUsecase][ASR and TTS] The audio lost the first 0.2s~0.3s, if speaking immediately after recording",Medium,Bug,InProgress,haiyxiao,zhijsun,7/17/2025 7:11:02 AM,NA,NA
4222016,[FR102465][VoiceAI]move the SharedMemory FD logic into QSS,Medium,Bug,InProgress,mincyao,ruocxu,7/18/2025 2:30:00 AM,NA,LA.QSSI.16.4-01400-qssi.1-1
4222016,[FR102465][VoiceAI]move the SharedMemory FD logic into QSS,Medium,Bug,InProgress,mincyao,ruocxu,7/18/2025 2:30:00 AM,NA,NA
4222016,[FR102465][VoiceAI]move the SharedMemory FD logic into QSS,Medium,Bug,InProgress,mincyao,ruocxu,7/18/2025 2:30:00 AM,NA,LA.QISI.16.0-03400-qssi.1-1
4222016,[FR102465][VoiceAI]move the SharedMemory FD logic into QSS,Medium,Bug,InProgress,mincyao,ruocxu,7/18/2025 2:30:00 AM,NA,LA.QSSI.16.0-26700-qssi.1-1
4222016,[FR102465][VoiceAI]move the SharedMemory FD logic into QSS,Medium,Bug,InProgress,mincyao,ruocxu,7/18/2025 2:30:00 AM,NA,LA.QXSI.16.0-12800-qssi.1-1
4224795,"[FR101966][Kaanapali][MMA]Lift, Gaze/Look and Talk is hard to wake up",High,Bug,Duplicate,jialinl,vkotte,7/21/2025 12:38:27 PM,4207661,NA
4225363,[FR110552][Translate] VoiceAI usecase long Chinese text translates to English incorrectly,Medium,Bug,InProgress,yaqih,kuifzhu,7/22/2025 2:49:48 AM,NA,NA
4225366,[FR110552][Translate] VoiceAI usecase: ​​Sentences missing and model hallucinations occur in the English-to-Chinese translation output,Medium,Bug,InProgress,yaqih,kuifzhu,7/22/2025 2:54:04 AM,NA,NA
4227615,[FR109402][Kaanapali][AON_ASR]ASR function did not work after multiple quick clicks on start button,High,Bug,InProgress,jialinl,ruocxu,7/23/2025 9:13:39 AM,NA,NA
4227615,[FR109402][Kaanapali][AON_ASR]ASR function did not work after multiple quick clicks on start button,High,Bug,InProgress,jialinl,ruocxu,7/23/2025 9:13:39 AM,NA,LA.QISI.16.0-03400-qssi.1-1
4227615,[FR109402][Kaanapali][AON_ASR]ASR function did not work after multiple quick clicks on start button,High,Bug,InProgress,jialinl,ruocxu,7/23/2025 9:13:39 AM,NA,LA.QXSI.16.0-12800-qssi.1-1
4227615,[FR109402][Kaanapali][AON_ASR]ASR function did not work after multiple quick clicks on start button,High,Bug,InProgress,jialinl,ruocxu,7/23/2025 9:13:39 AM,NA,LA.QSSI.16.0-26700-qssi.1-1
4227615,[FR109402][Kaanapali][AON_ASR]ASR function did not work after multiple quick clicks on start button,High,Bug,InProgress,jialinl,ruocxu,7/23/2025 9:13:39 AM,NA,LA.QSSI.16.4-01400-qssi.1-1
4229165,[FR109402][Kaanapali][AON_ASR]ASR function did not work after trigger ADSP SSR/PDR,High,Bug,InProgress,jialinl,ankmis,7/24/2025 9:08:04 AM,NA,AUDIO_HANDSET.LA.12.0-02600-hawi.1.CONSOLIDATED-1
4229165,[FR109402][Kaanapali][AON_ASR]ASR function did not work after trigger ADSP SSR/PDR,High,Bug,InProgress,jialinl,ankmis,7/24/2025 9:08:04 AM,NA,NA
4229165,[FR109402][Kaanapali][AON_ASR]ASR function did not work after trigger ADSP SSR/PDR,High,Bug,InProgress,jialinl,ankmis,7/24/2025 9:08:04 AM,NA,AUDIO_HANDSET.LA.11.0-10300-pakala.1-1
4230656,[FR109402][Kaanapali][AON_ASR]there is no speaker laber output AON+SDZ enable,Medium,Bug,InProgress,mincyao,raddala,7/25/2025 8:41:15 AM,NA,MPSS.CYSP.1.0-00092-AMBOSELI_CORE_TEST-1
4230656,[FR109402][Kaanapali][AON_ASR]there is no speaker laber output AON+SDZ enable,Medium,Bug,InProgress,mincyao,raddala,7/25/2025 8:41:15 AM,NA,MPSS.KI.1.0-01336.2-AMBOSELI_RUMIDIAGUARTACVP_TEST-1
4230656,[FR109402][Kaanapali][AON_ASR]there is no speaker laber output AON+SDZ enable,Medium,Bug,InProgress,mincyao,raddala,7/25/2025 8:41:15 AM,NA,CDSP.HT.3.2-00708.2-KAANAPALI-1
4230656,[FR109402][Kaanapali][AON_ASR]there is no speaker laber output AON+SDZ enable,Medium,Bug,InProgress,mincyao,raddala,7/25/2025 8:41:15 AM,NA,LPAIDSP.HT.1.5.c1-00121-BALSAM-1
4230656,[FR109402][Kaanapali][AON_ASR]there is no speaker laber output AON+SDZ enable,Medium,Bug,InProgress,mincyao,raddala,7/25/2025 8:41:15 AM,NA,NA
4230656,[FR109402][Kaanapali][AON_ASR]there is no speaker laber output AON+SDZ enable,Medium,Bug,InProgress,mincyao,raddala,7/25/2025 8:41:15 AM,NA,LPAIDSP.HT.1.2-00810.2-KAANAPALI-1
4230656,[FR109402][Kaanapali][AON_ASR]there is no speaker laber output AON+SDZ enable,Medium,Bug,InProgress,mincyao,raddala,7/25/2025 8:41:15 AM,NA,LPAIDSP.HT.1.4-00461-ASPEN-1
4230656,[FR109402][Kaanapali][AON_ASR]there is no speaker laber output AON+SDZ enable,Medium,Bug,InProgress,mincyao,raddala,7/25/2025 8:41:15 AM,NA,LPAIDSP.HT.1.5-00270-BALSAM-1
4230656,[FR109402][Kaanapali][AON_ASR]there is no speaker laber output AON+SDZ enable,Medium,Bug,InProgress,mincyao,raddala,7/25/2025 8:41:15 AM,NA,MPSS.KI.0.1-01800-KAANAPALI_GENLTERFCONVALIOTH_TEST-1
4231824,[FR109402][Kaanapali][AON_ASR]there is no speaker laber output  with AON+SDZ enable,Medium,Bug,Duplicate,mincyao,raddala,7/28/2025 3:04:56 AM,4230656,NA
4233412,[FR110552][kaanapali][Translate]App crash during the stability test for English-to-other-language translation,Medium,Bug,InProgress,yaqih,kuifzhu,7/29/2025 1:32:25 AM,NA,NA
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,CDSP.HT.3.2-00729-KAANAPALI-1
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,MPSS.CYSP.1.0-00121-AMBOSELI_CORE_TEST-1
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,LPAIDSP.HT.1.6-00150-HAWI-1
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,AUDIOREACH_SPF.SDK.0.0-00097-AR_SDK-1
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,AUDIOREACH_WIN.SDK.0.0-00025-Debug-7
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,CDSP.HT.3.6-00113-HAWI-1
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,LPAIDSP.HT.1.5.c1-00138-BALSAM-1
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,NA
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,LPAIDSP.HT.1.2-00845-KAANAPALI-1
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,LPAIDSP.HT.1.5-00289-BALSAM-1
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,MPSS.KI.0.1-01896-KAANAPALI_GENLTERFNMCCONVPICTOR_TEST-1
4241640,[FR109533][Kaanapali][Buffer Recording]Device would get crash when enble history buffer recording mode,High,Bug,InProgress,jialinl,himachau,8/5/2025 6:03:01 AM,NA,MPSS.KI.1.0-01454-AMBOSELI_GENAUTOEMMC_TEST-1
4242158,[FR109533][Kaanapali][Buffer Recording]App play button keep 'stop' status after finish recording playback,Medium,Bug,InProgress,jialinl,zhijsun,8/5/2025 9:28:57 AM,NA,LA.QISI.16.0-05300-qssi.1-1
4242158,[FR109533][Kaanapali][Buffer Recording]App play button keep 'stop' status after finish recording playback,Medium,Bug,InProgress,jialinl,zhijsun,8/5/2025 9:28:57 AM,NA,LA.QSSI.17.0-12902-qssi.1-8
4242158,[FR109533][Kaanapali][Buffer Recording]App play button keep 'stop' status after finish recording playback,Medium,Bug,InProgress,jialinl,zhijsun,8/5/2025 9:28:57 AM,NA,NA
4242158,[FR109533][Kaanapali][Buffer Recording]App play button keep 'stop' status after finish recording playback,Medium,Bug,InProgress,jialinl,zhijsun,8/5/2025 9:28:57 AM,NA,LA.QSSI.16.0-28100-qssi.1-1
4242158,[FR109533][Kaanapali][Buffer Recording]App play button keep 'stop' status after finish recording playback,Medium,Bug,InProgress,jialinl,zhijsun,8/5/2025 9:28:57 AM,NA,LA.QXSI.16.0-13500-qssi.1-1
4243740,[FR109533][Kaanapali][Buffer Recording]App could not start recording after kill app from task manager during recording,Medium,Bug,InProgress,jialinl,ruocxu,8/6/2025 7:03:23 AM,NA,LA.QISI.16.0-05300-qssi.1-1
4243740,[FR109533][Kaanapali][Buffer Recording]App could not start recording after kill app from task manager during recording,Medium,Bug,InProgress,jialinl,ruocxu,8/6/2025 7:03:23 AM,NA,LA.QSSI.17.0-12902-qssi.1-8
4243740,[FR109533][Kaanapali][Buffer Recording]App could not start recording after kill app from task manager during recording,Medium,Bug,InProgress,jialinl,ruocxu,8/6/2025 7:03:23 AM,NA,LA.QXSI.16.0-13500-qssi.1-1
